,x,y,result,assisted,player,drill,shot_type,shot_distance,paint_touches,date,distance,court_region
1273,24,6,Made,Yes,Samson Johnson,Across Live,Layup/Dunk,Layup/Dunk,1,06_28_24,1,Short Paint Right
1274,33,31,Missed,No,Aidan Mahaney,Across Live,Off Dribble,3,0,06_28_24,26.2488095,Straight on 3
1275,23,6,Missed,No,Hassan Diarra,Across Live,Layup/Dunk,Layup/Dunk,1,06_28_24,2,Short Paint Right
1276,24,6,Made,Yes,Hassan Diarra,Across Live,Layup/Dunk,Layup/Dunk,1,06_28_24,1,Short Paint Right
1277,31,8,Made,No,Hassan Diarra,Live 3 on 3 on 3 Twins,Layup/Dunk,Layup/Dunk,0,07_15_24,6.32455532,Left Baseline 2
1278,29,16,Missed,No,Hassan Diarra,Live 3 on 3 on 3 Twins,Floater/Moving,Paint,1,07_15_24,10.77032961,Deep Paint Left
1279,38,7,Missed,No,Solomon Ball,Live 3 on 3 on 3 Twins,Off Dribble,Long 2,0,07_15_24,13.03840481,Left Baseline 2
1280,10,24,Missed,No,Jayden Ross,Live 3 on 3 on 3 Twins,Off Dribble,3,0,07_15_24,23.43074903,Right Wing 3
1281,28,19,Missed,No,Solomon Ball,Live 3 on 3 on 3 Twins,Off Dribble,Paint,1,07_15_24,13.34166406,Straight on 2
1282,26,6,Made,Yes,Samson Johnson,Live 3 on 3 on 3 Twins,Layup/Dunk,Layup/Dunk,1,07_15_24,1,Short Paint Left
1283,20,6,Made,No,Hassan Diarra,Live 3 on 3 on 3 Twins,Layup/Dunk,Layup/Dunk,1,07_15_24,5,Short Paint Right
1284,19,6,Missed,No,Jaylin Stewart,Live 3 on 3 on 3 Twins,Post Move,Paint,1,07_15_24,6,Right Baseline 2
1285,22,6,Missed,No,Alex Karaban,Live 3 on 3 on 3 Twins,Layup/Dunk,Layup/Dunk,1,07_15_24,3,Short Paint Right
1286,24,6,Made,Yes,Alex Karaban,Live 3 on 3 on 3 Twins,Layup/Dunk,Layup/Dunk,1,07_15_24,1,Short Paint Right
1287,29,26,Missed,No,Alex Karaban,Live 3 on 3 on 3 Twins,Off Dribble,Long 2,0,07_15_24,20.39607805,Straight on 2
1288,26,29,Made,No,Aidan Mahaney,Live 3 on 3 on 3 Twins,Off Dribble,3,0,07_15_24,23.02172887,Straight on 3
1289,43,20,Missed,Yes,Aidan Mahaney,Live 3 on 3 on 3 Twins,Catch and Shoot,3,1,07_15_24,22.8035085,Left Wing 3
1290,27,10,Made,No,Samson Johnson,Live 3 on 3 on 3 Twins,Post Move,Paint,1,07_15_24,4.472135955,Short Paint Left
1291,27,12,Missed,No,Hassan Diarra,Live 3 on 3 on 3 Twins,Floater/Moving,Paint,1,07_15_24,6.32455532,Mid Paint Left
1292,30,29,Made,No,Isaiah Abraham,Live 3 on 3 on 3 Twins,Off Dribble,3,0,07_15_24,23.53720459,Straight on 3
1293,17,6,Made,No,Aidan Mahaney,Live 3 on 3 on 3 Twins,Floater/Moving,Long 2,0,07_15_24,8,Right Baseline 2
1294,12,19,Missed,No,Aidan Mahaney,Live 3 on 3 on 3 Twins,Off Dribble,Long 2,0,07_15_24,18.38477631,Right Wing 2
1295,25,6,Made,Yes,Hassan Diarra,3 on 3 on 3 Slide Split,Layup/Dunk,Layup/Dunk,1,07_15_24,0,Short Paint Right
1296,24,6,Made,No,Tarris Reed Jr,3 on 3 on 3 Slide Split,Layup/Dunk,Layup/Dunk,1,07_15_24,1,Short Paint Right
1297,24,5,Made,No,Solomon Ball,3 on 3 on 3 Slide Split,Layup/Dunk,Layup/Dunk,2,07_15_24,1.414213562,Short Paint Right
1298,32,20,Made,No,Solomon Ball,3 on 3 on 3 Slide Split,Off Dribble,Long 2,0,07_15_24,15.65247584,Left Wing 2
1299,25,6,Missed,Yes,Samson Johnson,3 on 3 on 3 Slide Split,Layup/Dunk,Layup/Dunk,1,07_15_24,0,Short Paint Right
1300,29,29,Missed,No,Alex Karaban,3 on 3 on 3 Slide Split,Off Dribble,3,0,07_15_24,23.34523506,Straight on 3
1301,28,30,Missed,Yes,Aidan Mahaney,3 on 3 on 3 Slide Split,Catch and Shoot,3,0,07_15_24,24.18677324,Straight on 3
1302,23,6,Missed,No,Jaylin Stewart,3 on 3 on 3 Slide Split,Layup/Dunk,Layup/Dunk,2,07_15_24,2,Short Paint Right
1303,17,9,Made,No,Isaiah Abraham,3 on 3 on 3 Slide Split,Post Move,Long 2,0,07_15_24,8.544003745,Right Wing 2
1304,30,7,Missed,No,Aidan Mahaney,3 on 3 on 3 Slide Split,Layup/Dunk,Layup/Dunk,1,07_15_24,5.099019514,Short Paint Left
1305,29,7,Made,No,Jayden Ross,3 on 3 on 3 Slide Split,Layup/Dunk,Layup/Dunk,1,07_15_24,4.123105626,Short Paint Left
1306,27,6,Missed,Yes,Tarris Reed Jr,3 on 3 on 3 Slide Split,Layup/Dunk,Layup/Dunk,1,07_15_24,2,Short Paint Left
1307,35,27,Made,No,Solomon Ball,3 on 3 on 3 Slide Split,Off Dribble,3,0,07_15_24,23.2594067,Left Wing 3
1308,27,5,Made,Yes,Tarris Reed Jr,3 on 3 on 3 Slide Split,Layup/Dunk,Layup/Dunk,1,07_15_24,2.236067977,Short Paint Left
1309,38,27,Made,Yes,Alex Karaban,3 on 3 on 3 Slide Split,Catch and Shoot,3,0,07_15_24,24.69817807,Left Wing 3
1310,36,28,Made,No,Aidan Mahaney,Live 3 on 3 on 3 Top Split,Off Dribble,3,0,07_15_24,24.59674775,Left Wing 3
1311,40,24,Missed,Yes,Alex Karaban,Live 3 on 3 on 3 Top Split,Catch and Shoot,3,0,07_15_24,23.43074903,Left Wing 3
1312,34,28,Missed,No,Jaylin Stewart,Live 3 on 3 on 3 Top Split,Off Dribble,3,0,07_15_24,23.76972865,Straight on 3
1313,26,31,Made,Yes,Alex Karaban,Live 3 on 3 on 3 Top Split,Catch and Shoot,3,0,07_15_24,25.01999201,Straight on 3
1314,32,29,Missed,Yes,Alex Karaban,Live 3 on 3 on 3 Top Split,Catch and Shoot,3,0,07_15_24,24.04163056,Straight on 3
1315,30,9,Missed,No,Jaylin Stewart,Live 3 on 3 on 3 Top Split,Layup/Dunk,Layup/Dunk,1,07_15_24,5.830951895,Short Paint Left
1316,29,18,Made,No,Alex Karaban,Live 3 on 3 on 3 Top Split,Floater/Moving,Paint,1,07_15_24,12.64911064,Deep Paint Left
1317,38,26,Made,Yes,Ahmad Nowell,Live 3 on 3 on 3 Top Split,Catch and Shoot,3,0,07_15_24,23.85372088,Left Wing 3
1318,13,25,Missed,No,Ahmad Nowell,Live 3 on 3 on 3 Top Split,Off Dribble,3,0,07_15_24,22.47220505,Right Wing 3
1319,26,6,Made,Yes,Youssouf Singare,Live 3 on 3 on 3 Top Split,Off Dribble,Layup/Dunk,1,07_15_24,1,Short Paint Left
1320,18,6,Missed,No,Tarris Reed Jr,Live 3 on 3 on 3 Top Split,Post Move,Long 2,0,07_15_24,7,Right Baseline 2
1321,26,8,Missed,Yes,Samson Johnson,Live 3 on 3 on 3 Top Split,Layup/Dunk,Layup/Dunk,2,07_15_24,2.236067977,Short Paint Left
1322,23,6,Made,No,Alex Karaban,Live 3 on 3 on 3 Top Split,Layup/Dunk,Layup/Dunk,1,07_15_24,2,Short Paint Right
1323,26,5,Made,Yes,Tarris Reed Jr,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_15_24,1.414213562,Short Paint Left
1324,37,27,Missed,Yes,Jaylin Stewart,5 on 5 Potpourri,Catch and Shoot,3,1,07_15_24,24.18677324,Left Wing 3
1325,2,7,Made,Yes,Jayden Ross,5 on 5 Potpourri,Catch and Shoot,3,0,07_15_24,23.02172887,Right Corner 3
1326,25,7,Made,Yes,Tarris Reed Jr,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,2,07_15_24,1,Short Paint Right
1327,27,30,Missed,Yes,Jaylin Stewart,5 on 5 Potpourri,Catch and Shoot,3,0,07_15_24,24.08318916,Straight on 3
1328,46,17,Made,Yes,Alex Karaban,5 on 5 Potpourri,Catch and Shoot,3,0,07_15_24,23.70653918,Left Wing 3
1329,33,28,Missed,Yes,Ahmad Nowell,5 on 5 Potpourri,Catch and Shoot,3,0,07_15_24,23.40939982,Straight on 3
1330,47,6,Missed,Yes,Isaiah Abraham,5 on 5 Potpourri,Catch and Shoot,3,0,07_15_24,22,Left Corner 3
1331,22,5,Made,No,Aidan Mahaney,5 on 5 Potpourri,Floater/Moving,Paint,1,07_15_24,3.16227766,Short Paint Right
1332,48,6,Missed,Yes,Isaiah Abraham,5 on 5 Potpourri,Catch and Shoot,3,1,07_15_24,23,Left Corner 3
1333,26,6,Made,Yes,Samson Johnson,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_15_24,1,Short Paint Left
1334,25,6,Made,No,Samson Johnson,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_15_24,0,Short Paint Right
1335,25,30,Missed,Yes,Hassan Diarra,5 on 5 Potpourri,Catch and Shoot,3,0,07_15_24,24,Straight on 3
1336,26,6,Made,No,Ahmad Nowell,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_15_24,1,Short Paint Left
1337,27,6,Made,Yes,Isaiah Abraham,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_15_24,2,Short Paint Left
1338,32,18,Missed,No,Jayden Ross,5 on 5 Potpourri,Off Dribble,Long 2,1,07_15_24,13.89244399,Left Wing 2
1339,46,22,Missed,Yes,Alex Karaban,5 on 5 Potpourri,Catch and Shoot,3,0,07_15_24,26.40075756,Left Wing 3
1340,24,6,Missed,No,Hassan Diarra,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_15_24,1,Short Paint Right
1341,26,6,Missed,No,Ahmad Nowell,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_15_24,1,Short Paint Left
1342,26,7,Made,Yes,Tarris Reed Jr,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_15_24,1.414213562,Short Paint Left
1343,15,5,Missed,No,Aidan Mahaney,5 on 5 Potpourri,Floater/Moving,Long 2,0,07_15_24,10.04987562,Right Baseline 2
1344,24,6,Made,Yes,Samson Johnson,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,3+,07_15_24,1,Short Paint Right
1345,40,27,Missed,No,Hassan Diarra,5 on 5 Potpourri,Off Dribble,3,0,07_15_24,25.8069758,Left Wing 3
1346,28,8,Missed,No,Hassan Diarra,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,07_16_24,3.605551275,Short Paint Left
1347,21,6,Missed,No,Jaylin Stewart,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,07_16_24,4,Short Paint Right
1348,20,19,Made,No,Aidan Mahaney,2 on 2 Live,Off Dribble,Paint,1,07_16_24,13.92838828,Straight on 2
1349,26,6,Missed,Yes,Tarris Reed Jr,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,07_16_24,1,Short Paint Left
1350,24,6,Made,Yes,Samson Johnson,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,07_16_24,1,Short Paint Right
1351,22,7,Made,Yes,Tarris Reed Jr,2 on 2 Live,Layup/Dunk,Layup/Dunk,2,07_16_24,3.16227766,Short Paint Right
1352,20,9,Missed,No,Jaylin Stewart,2 on 2 Live,Floater/Moving,Paint,1,07_16_24,5.830951895,Short Paint Right
1353,23,8,Missed,No,Hassan Diarra,2 on 2 Live,Floater/Moving,Paint,1,07_16_24,2.828427125,Short Paint Right
1354,30,7,Made,No,Aidan Mahaney,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,07_16_24,5.099019514,Short Paint Left
1355,18,9,Missed,No,Jayden Ross,2 on 2 Live,Floater/Moving,Long 2,0,07_16_24,7.615773106,Right Wing 2
1356,10,23,Missed,Yes,Jaylin Stewart,2 on 2 Live,Catch and Shoot,3,0,07_16_24,22.6715681,Right Wing 3
1357,30,10,Made,No,Solomon Ball,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,07_16_24,6.403124237,Short Paint Left
1358,29,20,Missed,No,Ahmad Nowell,2 on 2 Live,Off Dribble,Long 2,0,07_16_24,14.56021978,Straight on 2
1359,22,6,Made,No,Samson Johnson,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,07_16_24,3,Short Paint Right
1360,20,10,Made,No,Alex Karaban,2 on 2 Live,Floater/Moving,Paint,1,07_16_24,6.403124237,Short Paint Right
1361,23,6,Missed,Yes,Youssouf Singare,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,07_16_24,2,Short Paint Right
1362,23,7,Missed,No,Hassan Diarra,2 on 2 Live,Layup/Dunk,Layup/Dunk,1,07_16_24,2.236067977,Short Paint Right
1363,18,8,Made,No,Ahmad Nowell,2 on 2 Live,Layup/Dunk,Layup/Dunk,0,07_16_24,7.280109889,Right Baseline 2
1364,25,29,Missed,Yes,Alex Karaban,2 on 2 Live,Catch and Shoot,3,0,07_16_24,23,Straight on 3
1365,27,9,Missed,No,Jayden Ross,3 on 3 on 3 Twin ,Layup/Dunk,Layup/Dunk,1,07_16_24,3.605551275,Short Paint Left
1366,23,7,Made,No,Samson Johnson,3 on 3 on 3 Twin ,Layup/Dunk,Layup/Dunk,1,07_16_24,2.236067977,Short Paint Right
1367,27,7,Made,No,Hassan Diarra,3 on 3 on 3 Twin ,Layup/Dunk,Layup/Dunk,1,07_16_24,2.236067977,Short Paint Left
1368,42,24,Missed,Yes,Jaylin Stewart,3 on 3 on 3 Twin ,Catch and Shoot,3,0,07_16_24,24.75883681,Left Wing 3
1369,26,7,Made,Yes,Youssouf Singare,3 on 3 on 3 Twin ,Layup/Dunk,Layup/Dunk,1,07_16_24,1.414213562,Short Paint Left
1370,28,7,Made,No,Tarris Reed Jr,3 on 3 on 3 Twin ,Post Move,Paint,1,07_16_24,3.16227766,Short Paint Left
1371,33,29,Missed,No,Ahmad Nowell,3 on 3 on 3 Twin ,Off Dribble,3,0,07_16_24,24.35159132,Straight on 3
1372,23,10,Made,Yes,Samson Johnson,3 on 3 on 3 Twin ,Layup/Dunk,Layup/Dunk,1,07_16_24,4.472135955,Short Paint Right
1373,20,6,Made,No,Samson Johnson,3 on 3 on 3 Twin ,Post Move,Paint,1,07_16_24,5,Short Paint Right
1374,16,29,Missed,No,Jaylin Stewart,3 on 3 on 3 Twin ,Off Dribble,3,0,07_16_24,24.69817807,Straight on 3
1375,29,12,Missed,No,Alex Karaban,3 on 3 on 3 Twin ,Layup/Dunk,Layup/Dunk,1,07_16_24,7.211102551,Mid Paint Left
1376,30,17,Missed,No,Aidan Mahaney,3 on 3 on 3 Twin ,Floater/Moving,Paint,1,07_16_24,12.08304597,Deep Paint Left
1377,25,10,Made,No,Samson Johnson,3 on 3 on 3 Twin ,Post Move,Paint,1,07_16_24,4,Short Paint Right
1378,11,9,Missed,No,Ahmad Nowell,3 on 3 on 3 Twin ,Off Dribble,Long 2,0,07_16_24,14.31782106,Right Wing 2
1379,2,7,Missed,Yes,Isaiah Abraham,3 on 3 on 3 Twin ,Catch and Shoot,3,0,07_16_24,23.02172887,Right Corner 3
1380,46,15,Missed,Yes,Jayden Ross,3 on 3 on 3 Twin ,Catch and Shoot,3,0,07_16_24,22.84731932,Left Wing 3
1381,22,10,Missed,No,Samson Johnson,3 on 3 on 3 Twin ,Post Move,Paint,1,07_16_24,5,Short Paint Right
1382,24,7,Made,No,Solomon Ball,3 on 3 on 3 Twin ,Layup/Dunk,Layup/Dunk,1,07_16_24,1.414213562,Short Paint Right
1383,30,13,Missed,No,Aidan Mahaney,3 on 3 on 3 Sidesplit,Layup/Dunk,Layup/Dunk,1,07_16_24,8.602325267,Mid Paint Left
1384,23,7,Made,Yes,Solomon Ball,3 on 3 on 3 Sidesplit,Layup/Dunk,Layup/Dunk,1,07_16_24,2.236067977,Short Paint Right
1385,43,21,Missed,No,Aidan Mahaney,3 on 3 on 3 Sidesplit,Off Dribble,3,0,07_16_24,23.43074903,Left Wing 3
1386,22,7,Made,Yes,Hassan Diarra,3 on 3 on 3 Sidesplit,Layup/Dunk,Layup/Dunk,1,07_16_24,3.16227766,Short Paint Right
1387,3,14,Missed,No,Jaylin Stewart,3 on 3 on 3 Sidesplit,Off Dribble,3,0,07_16_24,23.40939982,Right Wing 3
1388,17,17,Made,No,Aidan Mahaney,3 on 3 on 3 Sidesplit,Floater/Moving,Long 2,0,07_16_24,13.60147051,Right Wing 2
1389,24,9,Made,No,Aidan Mahaney,3 on 3 on 3 Sidesplit,Layup/Dunk,Layup/Dunk,1,07_16_24,3.16227766,Short Paint Right
1390,5,17,Made,Yes,Isaiah Abraham,3 on 3 on 3 Sidesplit,Catch and Shoot,3,0,07_16_24,22.82542442,Right Wing 3
1391,27,23,Missed,No,Aidan Mahaney,3 on 3 on 3 Sidesplit,Off Dribble,Long 2,0,07_16_24,17.11724277,Straight on 2
1392,29,8,Missed,No,Hassan Diarra,3 on 3 on 3 Sidesplit,Layup/Dunk,Layup/Dunk,1,07_16_24,4.472135955,Short Paint Left
1393,28,14,Missed,No,Alex Karaban,3 on 3 on 3 Sidesplit,Floater/Moving,Paint,1,07_16_24,8.544003745,Mid Paint Left
1394,28,22,Made,No,Isaiah Abraham,3 on 3 on 3 Sidesplit,Off Dribble,Long 2,0,07_16_24,16.2788206,Straight on 2
1395,2,10,Missed,No,Hassan Diarra,3 on 3 on 3 Sidesplit,Off Dribble,3,2,07_16_24,23.34523506,Right Corner 3
1396,12,14,Missed,No,Isaiah Abraham,3 on 3 on 3 Sidesplit,Off Dribble,Long 2,0,07_16_24,15.26433752,Right Wing 2
1397,33,9,Missed,No,Jayden Ross,3 on 3 on 3 Sidesplit,Floater/Moving,Paint,1,07_16_24,8.544003745,Left Wing 2
1398,29,30,Made,No,Jaylin Stewart,3 on 3 on 3 Sidesplit,Off Dribble,3,0,07_16_24,24.33105012,Straight on 3
1399,19,11,Missed,No,Alex Karaban,3 on 3 on 3 Sidesplit,Layup/Dunk,Layup/Dunk,0,07_16_24,7.810249676,Right Wing 2
1400,33,19,Missed,No,Aidan Mahaney,3 on 3 on 3 Sidesplit,Off Dribble,Long 2,0,07_16_24,15.26433752,Left Wing 2
1401,25,7,Missed,No,Tarris Reed Jr,3 on 3 on 3 Topsplit,Layup/Dunk,Layup/Dunk,1,07_16_24,1,Short Paint Right
1402,37,29,Made,Yes,Aidan Mahaney,3 on 3 on 3 Topsplit,Catch and Shoot,3,1,07_16_24,25.94224354,Left Wing 3
1403,28,10,Made,No,Aidan Mahaney,3 on 3 on 3 Topsplit,Off Dribble,Paint,1,07_16_24,5,Short Paint Left
1404,37,26,Missed,Yes,Aidan Mahaney,3 on 3 on 3 Topsplit,Catch and Shoot,3,0,07_16_24,23.32380758,Left Wing 3
1405,16,28,Missed,Yes,Alex Karaban,3 on 3 on 3 Topsplit,Catch and Shoot,3,0,07_16_24,23.76972865,Straight on 3
1406,39,25,Missed,Yes,Jaylin Stewart,3 on 3 on 3 Topsplit,Catch and Shoot,3,0,07_16_24,23.60084744,Left Wing 3
1407,18,11,Made,No,Isaiah Abraham,3 on 3 on 3 Topsplit,Post Move,Long 2,0,07_16_24,8.602325267,Right Wing 2
1408,21,7,Made,Yes,Aidan Mahaney,3 on 3 on 3 Topsplit,Layup/Dunk,Layup/Dunk,1,07_16_24,4.123105626,Short Paint Right
1409,12,27,Missed,No,Aidan Mahaney,3 on 3 on 3 Topsplit,Off Dribble,3,0,07_16_24,24.69817807,Right Wing 3
1410,25,9,Missed,No,Tarris Reed Jr,3 on 3 on 3 Topsplit,Post Move,Paint,1,07_16_24,3,Short Paint Right
1411,31,8,Made,No,Tarris Reed Jr,3 on 3 on 3 Topsplit,Post Move,Paint,1,07_16_24,6.32455532,Left Baseline 2
1412,4,16,Missed,Yes,Jayden Ross,3 on 3 on 3 Topsplit,Catch and Shoot,3,0,07_16_24,23.2594067,Right Wing 3
1413,3,8,Missed,Yes,Jayden Ross,5 on 5 Potpourri,Catch and Shoot,3,0,07_16_24,22.09072203,Right Corner 3
1414,21,10,Missed,No,Alex Karaban,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_16_24,5.656854249,Short Paint Right
1415,24,6,Made,Yes,Samson Johnson,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_16_24,1,Short Paint Right
1416,47,6,Made,Yes,Isaiah Abraham,5 on 5 Potpourri,Catch and Shoot,3,1,07_16_24,22,Left Corner 3
1417,31,28,Made,Yes,Aidan Mahaney,5 on 5 Potpourri,Catch and Shoot,3,0,07_16_24,22.8035085,Straight on 3
1418,3,7,Made,Yes,Solomon Ball,5 on 5 Potpourri,Catch and Shoot,3,0,07_16_24,22.02271555,Right Corner 3
1419,45,20,Missed,Yes,Solomon Ball,5 on 5 Potpourri,Catch and Shoot,3,0,07_16_24,24.41311123,Left Wing 3
1420,2,8,Made,Yes,Jayden Ross,5 on 5 Potpourri,Catch and Shoot,3,0,07_16_24,23.08679276,Right Corner 3
1421,29,29,Missed,Yes,Aidan Mahaney,5 on 5 Potpourri,Catch and Shoot,3,1,07_16_24,23.34523506,Straight on 3
1422,21,9,Made,No,Ahmad Nowell,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_16_24,5,Short Paint Right
1423,24,8,Missed,Yes,Tarris Reed Jr,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,2,07_16_24,2.236067977,Short Paint Right
1424,27,6,Made,Yes,Jaylin Stewart,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_16_24,2,Short Paint Left
1425,43,21,Missed,Yes,Jayden Ross,Live 3 on 3 on 3,Catch and Shoot,3,0,07_18_24,23.43074903,Left Wing 3
1426,24,6,Made,Yes,Youssouf Singare,Live 3 on 3 on 3,Layup/Dunk,Layup/Dunk,1,07_18_24,1,Short Paint Right
1427,27,17,Made,Yes,Samson Johnson,Live 3 on 3 on 3,Off Dribble,Paint,1,07_18_24,11.18033989,Deep Paint Left
1428,31,7,Missed,No,Hassan Diarra,Live 3 on 3 on 3,Layup/Dunk,Layup/Dunk,0,07_18_24,6.08276253,Left Baseline 2
1429,34,20,Missed,No,Hassan Diarra,Live 3 on 3 on 3,Off Dribble,Long 2,0,07_18_24,16.64331698,Left Wing 2
1430,27,6,Made,Yes,Youssouf Singare,Live 3 on 3 on 3,Layup/Dunk,Layup/Dunk,1,07_18_24,2,Short Paint Left
1431,28,7,Missed,No,Aidan Mahaney,Live 3 on 3 on 3,Layup/Dunk,Layup/Dunk,1,07_18_24,3.16227766,Short Paint Left
1432,23,8,Missed,No,Alex Karaban,Live 3 on 3 on 3,Layup/Dunk,Layup/Dunk,1,07_18_24,2.828427125,Short Paint Right
1433,34,12,Missed,No,Aidan Mahaney,Live 3 on 3 on 3,Floater/Moving,Long 2,0,07_18_24,10.81665383,Left Wing 2
1434,28,15,Missed,No,Jayden Ross,Live 3 on 3 on 3,Floater/Moving,Paint,1,07_18_24,9.486832981,Deep Paint Left
1435,29,19,Made,No,Hassan Diarra,Live 3 on 3 on 3,Floater/Moving,Paint,1,07_18_24,13.60147051,Straight on 2
1436,10,26,Made,Yes,Alex Karaban,Live 3 on 3 on 3,Catch and Shoot,3,1,07_18_24,25,Right Wing 3
1437,18,9,Made,No,Hassan Diarra,Live 3 on 3 on 3,Layup/Dunk,Layup/Dunk,0,07_18_24,7.615773106,Right Wing 2
1438,31,8,Missed,No,Solomon Ball,Live 3 on 3 on 3,Layup/Dunk,Layup/Dunk,0,07_18_24,6.32455532,Left Baseline 2
1439,24,6,Made,Yes,Samson Johnson,Live 3 on 3 on 3,Layup/Dunk,Layup/Dunk,1,07_18_24,1,Short Paint Right
1440,22,7,Made,Yes,Ahmad Nowell,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_18_24,3.16227766,Short Paint Right
1441,23,7,Missed,No,Jayden Ross,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_18_24,2.236067977,Short Paint Right
1442,2,5,Missed,Yes,Jayden Ross,5 on 5 Potpourri,Catch and Shoot,3,0,07_18_24,23.02172887,Right Corner 3
1443,47,6,Missed,Yes,Isaiah Abraham,5 on 5 Potpourri,Catch and Shoot,3,0,07_18_24,22,Left Corner 3
1444,25,6,Made,Yes,Samson Johnson,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_18_24,0,Short Paint Right
1445,40,27,Made,Yes,Solomon Ball,5 on 5 Potpourri,Catch and Shoot,3,0,07_18_24,25.8069758,Left Wing 3
1446,34,29,Missed,Yes,Ahmad Nowell,5 on 5 Potpourri,Catch and Shoot,3,0,07_18_24,24.69817807,Straight on 3
1447,35,11,Missed,No,Aidan Mahaney,5 on 5 Potpourri,Floater/Moving,Long 2,0,07_18_24,11.18033989,Left Wing 2
1448,28,5,Missed,Yes,Tarris Reed Jr,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_18_24,3.16227766,Short Paint Left
1449,41,24,Missed,Yes,Aidan Mahaney,5 on 5 Potpourri,Catch and Shoot,3,0,07_18_24,24.08318916,Left Wing 3
1450,30,30,Made,Yes,Aidan Mahaney,5 on 5 Potpourri,Catch and Shoot,3,1,07_18_24,24.51530134,Straight on 3
1451,19,7,Missed,No,Alex Karaban,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_18_24,6.08276253,Right Baseline 2
1452,24,6,Missed,No,Tarris Reed Jr,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_18_24,1,Short Paint Right
1453,46,15,Missed,Yes,Alex Karaban,5 on 5 Potpourri,Catch and Shoot,3,0,07_18_24,22.84731932,Left Wing 3
1454,2,11,Missed,Yes,Jaylin Stewart,5 on 5 Potpourri,Catch and Shoot,3,0,07_18_24,23.53720459,Right Wing 3
1455,27,10,Missed,Yes,Isaiah Abraham,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,2,07_18_24,4.472135955,Short Paint Left
1456,30,6,Made,Yes,Isaiah Abraham,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_18_24,5,Short Paint Left
1457,47,10,Missed,Yes,Alex Karaban,5 on 5 Potpourri,Catch and Shoot,3,0,07_18_24,22.36067977,Left Corner 3
1458,23,6,Made,Yes,Jaylin Stewart,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_18_24,2,Short Paint Right
1459,29,7,Missed,Yes,Solomon Ball,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,1,07_18_24,4.123105626,Short Paint Left
1460,24,7,Missed,No,Hassan Diarra,5 on 5 Potpourri,Layup/Dunk,Layup/Dunk,2,07_18_24,1.414213562,Short Paint Right
1461,48,6,Missed,Yes,Solomon Ball,5 on 5 Potpourri,Catch and Shoot,3,0,07_18_24,23,Left Corner 3
1462,25,31,Missed,Yes,Hassan Diarra,5 on 5 Potpourri,Catch and Shoot,3,1,07_18_24,25,Straight on 3
1463,11,6,Made,Yes,Samson Johnson,5 on 5 Potpourri,Catch and Shoot,Long 2,0,07_18_24,14,Right Baseline 2
1464,45,17,Missed,Yes,Jaylin Stewart,5 on 5 Potpourri,Catch and Shoot,3,0,07_18_24,22.82542442,Left Wing 3
1465,45,19,Made,Yes,Solomon Ball,5 on 5 Potpourri,Catch and Shoot,3,0,07_18_24,23.85372088,Left Wing 3
1466,5,18,Missed,Yes,Jaylin Stewart,5 on 5 Potpourri,Catch and Shoot,3,0,07_18_24,23.32380758,Right Wing 3
1467,38,26,Missed,Yes,Jaylin Stewart,5 on 5 Potpourri,Catch and Shoot,3,0,07_18_24,23.85372088,Left Wing 3
1468,47,6,Made,Yes,Jayden Ross,5 on 5 Potpourri,Catch and Shoot,3,0,07_18_24,22,Left Corner 3
